ID,NAME,TYPE,RESPONSIBLE,MASTER_LANGUAGE,MASTER_SYSTEM,DESCRIPTION,VERSION,CHANGED_AT,CHANGED_BY,CREATED_AT,CREATED_BY,PARENT_ID
b98f6436-69a6-4721-ab7b-e56b72cf5f9d,97100143,PDTS/MA,MISSIG,EN,DH3,ZLSO_D_RCPT,active,,,,,418bae63-42d3-496d-af10-4f1904845605
1ced01b8-a3be-496e-a0b3-ef2a754bfbf4,97100238,PDWS/MM,MISSIG,EN,DH3,ZLSO_D_MAIL,active,,,,,418bae63-42d3-496d-af10-4f1904845605
a464bf53-c0ce-4f13-b261-b6d258dccea3,ZQAM_ISSUE_OVERVIEW,SFPF/5F,I302690,EN,EC3,,active,,,2014-08-11T22:00:00Z,,091a88fd-c335-412e-881b-69b774ee7d1b
2bf39c07-45c8-442d-8864-85a0813d0b39,ZCOST_ELEMENTS,TABL/DT,C5191063,EN,EC3,Cost Elements,active,2016-09-02T11:38:34Z,C5191063,2014-06-09T22:00:00Z,,5d0340ee-7a5d-48dd-9864-45ad3da14ebf
440ee66b-6879-4063-94c0-3132d8532042,ZBUS2075,SOBJ/MO,ROMAHN,DE,EC3,ZBUS2075 internal order subtype,active,,,,,606e898b-b350-4e85-951f-a7e0972e944e
39a95605-c530-4d74-95ec-7e1cd86618fa,90600005,PDTS/MA,D022163,DE,EC3,CustAppr,active,,,,,606e898b-b350-4e85-951f-a7e0972e944e
0213e952-66f8-41f2-bbf6-4d903031c616,90600006,PDTS/MA,D022163,DE,EC3,CustBAPI,active,,,,,606e898b-b350-4e85-951f-a7e0972e944e
7f80b1e3-de0c-4279-a234-62ad37452de5,90600007,PDTS/MA,D022163,DE,EC3,CustAppr_00,active,,,,,606e898b-b350-4e85-951f-a7e0972e944e
4b2261e6-83d9-495b-8315-a0ee7807020c,98000005,PDTS/MA,ROMAHN,DE,EC3,IntOrd_Edit,active,,,,,606e898b-b350-4e85-951f-a7e0972e944e
a0aaf1eb-4d6e-42d4-bf8b-95e7536a7ffc,98000006,PDTS/MA,ROMAHN,DE,EC3,IntOrd_Relea,active,,,,,606e898b-b350-4e85-951f-a7e0972e944e
5ae7937a-e4f0-462c-8945-d6e5ed67654b,90600006,PDWS/MM,D022163,DE,EC3,CustCrea,active,,,,,606e898b-b350-4e85-951f-a7e0972e944e
24b90447-d431-49d4-93a1-19cbcc6018d2,90600007,PDWS/MM,D022163,DE,EC3,CustCrea_00,active,,,,,606e898b-b350-4e85-951f-a7e0972e944e
2560e37d-28e4-46f0-b8ba-b34d565f47d1,98000005,PDWS/MM,ROMAHN,DE,EC3,IntOrd_Appro,active,,,,,606e898b-b350-4e85-951f-a7e0972e944e
f72f525c-c777-431f-9652-03786ceb2481,98000006,PDWS/MM,ROMAHN,DE,EC3,Mara_Check,active,,,,,606e898b-b350-4e85-951f-a7e0972e944e
ab25ee35-62f6-433b-b480-aed5a91c641c,98800060,PDWS/MM,HARTMANNJOE,DE,T68,Z-AC690-01,active,,,,,98765789-79b6-4277-8895-9651daaadcf8
6ec7fd18-ee75-425a-b401-a2063c2bf619,98000181,PDTS/MA,I036765,EN,L53,SENDAPPR,active,,,,,3aa5603d-ece6-416a-9947-7a37cb39fc43
7a8cc3b8-8557-4cda-b1cb-1474ee607666,98000248,PDWS/MM,I036765,EN,L53,createvendor,active,,,,,3aa5603d-ece6-416a-9947-7a37cb39fc43
c8d4fdad-75d5-437a-aee6-87b55201d97a,ZPA0012,VIEW/DV,D542,EN,I01,Fiscal Data - Germany,active,2021-12-08T08:50:03Z,D542,2021-11-07T23:00:00Z,,d971db49-9af4-40e2-a85e-02c7f8338448
0b171d95-7eb0-47f2-b062-025f9a460ccd,ZPA0013,VIEW/DV,D542,EN,I01,Infotyp Sozialversicherung Deutschland,active,2021-12-08T08:48:41Z,D542,2021-11-07T23:00:00Z,,d971db49-9af4-40e2-a85e-02c7f8338448
395fc1d8-b552-47c0-a730-33ee11367b4e,ZPA0079,VIEW/DV,D542,EN,I01,Infotyp SI Additional Insurance,active,2021-12-08T08:50:33Z,D396,2021-11-08T23:00:00Z,,d971db49-9af4-40e2-a85e-02c7f8338448
8ba3a3ea-40c7-44e0-8bf6-19c1569553dc,ZPA0699,VIEW/DV,D542,EN,I01,Personnel Master Record Infotype 0699,active,2021-12-08T08:58:45Z,D396,2021-11-08T23:00:00Z,,d971db49-9af4-40e2-a85e-02c7f8338448
b608e32c-ea8f-4397-8356-02118da8df87,ZAH_VIEW,VIEW/DV,HERRMANNSPAH,DE,EC3,View über 2 Tabellen: scarr und spfli,active,2016-09-02T11:40:28Z,HERRMANNSPAH,,,905979ca-12de-4c6e-890b-1f9034843650
3c407ccc-10f2-4ecc-a5e8-40aa7ab98f99,ZAH_MC_BC400,TRAN/T,HERRMANNSPAH,DE,EC3,Multiple Choice for BC400,active,,,,,905979ca-12de-4c6e-890b-1f9034843650
6dfe50b8-17ed-4aec-86da-21beeba4cc8b,ZAH_PLANE,TTYP/DA,HERRMANNSPAH,DE,EC3,itab-Typ für Flugzeuge der Tabelle SAPLANE (Demo!),active,2016-09-02T11:40:21Z,HERRMANNSPAH,,,4b2b8875-ed78-4cb0-b4de-b24cc860998c
86aeff83-de05-441b-9352-1fb388f7d731,ZAH_MC_BC410,TRAN/T,HERRMANNSPAH,DE,EC3,Multiple Choice zum BC410,active,,,,,fcb38b74-ba77-41f8-b6be-79435355a971
37dc4427-3eaf-4c40-a301-1e1b5f2168ad,ZAH_DANGER,TABL/DT,HERRMANNSPAH,DE,EC3,Hazardous material number,active,2016-09-02T13:01:59Z,HERRMANNSPAH,,,7d1974e7-45b4-420a-97ea-2aaac809988d
3e0a67bd-11b0-4e4c-91de-3b06d4c28f56,ZAH_MC_BC430,TRAN/T,HERRMANNSPAH,DE,EC3,Multiple Choice for BC430,active,,,,,7d1974e7-45b4-420a-97ea-2aaac809988d
69e6ebf8-721e-4dbd-ac91-edbc7696a33c,ZAIF_D01_SIDX_01,TABL/DT,D032171,EN,EC3,Single index table for DEMO BUPA_IN,active,2016-09-02T14:48:28Z,D032171,2013-10-23T22:00:00Z,,f0de97c0-19d1-45eb-b79b-ef832e201e62
58781c52-d3f5-41f7-b200-cf6b2d049f88,ZAIF_REC_CNTRY,TABL/DT,D032171,EN,EC3,AIF Default Keyfield Table,active,2016-09-02T14:00:00Z,D032171,2013-10-23T22:00:00Z,,f0de97c0-19d1-45eb-b79b-ef832e201e62
c4d3660f-abb5-4d0d-bad5-90c64b4a0b13,ZADDRESSDUPLICATES_TT,TTYP/DA,D032171,EN,EC3,Address Duplicates,active,2016-09-02T13:06:41Z,D032171,2013-10-23T22:00:00Z,,f0de97c0-19d1-45eb-b79b-ef832e201e62
953f4e09-27d9-4eb2-9489-9a42d9a85024,ZADDRESSNOTES_TT,TTYP/DA,D032171,EN,EC3,Address Notes,active,2016-09-02T11:40:21Z,D032171,2013-10-23T22:00:00Z,,f0de97c0-19d1-45eb-b79b-ef832e201e62
5702fddb-1c19-4902-b92a-a1359c0a72a9,ZAIF_DEMO_EXCHANGE_LOG_DAT_TAB,TTYP/DA,D032171,EN,EC3,,active,2016-09-02T12:18:45Z,D032171,2013-10-23T22:00:00Z,,f0de97c0-19d1-45eb-b79b-ef832e201e62
c7868341-4355-4d23-82c5-e582567a8b99,ZAIF_DEMO_RAW_FLBOOK_TT,TTYP/DA,D047539,EN,EC3,Table Type for AIF Demo Interface,active,2016-09-02T13:06:41Z,D047539,2013-10-23T22:00:00Z,,f0de97c0-19d1-45eb-b79b-ef832e201e62
e44949b7-1284-468f-b8a8-63d1b77798cd,ZCOMMUNICATIONNOTESNONA_TT,TTYP/DA,D032171,EN,EC3,Notes on Communication Types (Address-Independent),active,2016-09-02T11:40:21Z,D032171,2013-10-23T22:00:00Z,,f0de97c0-19d1-45eb-b79b-ef832e201e62
6abaa0c2-0b7d-498b-9ade-ad02940312d1,ZCOMMUNICATIONNOTES_TT,TTYP/DA,D032171,EN,EC3,Notes on Communication,active,2016-09-02T11:40:21Z,D032171,2013-10-23T22:00:00Z,,f0de97c0-19d1-45eb-b79b-ef832e201e62
246ee1cb-d48f-45a4-b77d-3b7f7d7f2726,ZCOMMUNICATIONUSAGENONA_TT,TTYP/DA,D032171,EN,EC3,"Communication Usages (Address-Independent, BAS)",active,2016-09-02T11:40:21Z,D032171,2013-10-23T22:00:00Z,,f0de97c0-19d1-45eb-b79b-ef832e201e62
7ca850b2-3f4f-4c32-a9fd-3fa4e2b612b1,ZCOMMUNICATIONUSAGE_TT,TTYP/DA,D032171,EN,EC3,Communication Usages (BAS),active,2016-09-02T11:40:21Z,D032171,2013-10-23T22:00:00Z,,f0de97c0-19d1-45eb-b79b-ef832e201e62
b02ca3a8-1b82-41b7-a168-60d8ae8b0eb1,ZE_MAILDATANONADDRESS_TT,TTYP/DA,D032171,EN,EC3,E-Mail Addresses (Address-Independent),active,2016-09-02T11:40:21Z,D032171,2013-10-23T22:00:00Z,,f0de97c0-19d1-45eb-b79b-ef832e201e62
f1a6187a-6a22-4ad5-b6a6-98bccb2d5624,ZE_MAILDATA_TT,TTYP/DA,D032171,EN,EC3,Internet Addresses,active,2016-09-02T11:40:22Z,D032171,2013-10-23T22:00:00Z,,f0de97c0-19d1-45eb-b79b-ef832e201e62
324aa424-3ff5-4583-bbce-92946d18ccb1,ZFAXDATANONADDRESS_TT,TTYP/DA,D032171,EN,EC3,Fax Numbers (Address-Independent),active,2016-09-02T11:40:22Z,D032171,2013-10-23T22:00:00Z,,f0de97c0-19d1-45eb-b79b-ef832e201e62
5ddd7ee3-a277-4342-b866-7719331c9a09,ZFAXDATA_TT,TTYP/DA,D032171,EN,EC3,Fax Numbers,active,2016-09-02T11:40:22Z,D032171,2013-10-23T22:00:00Z,,f0de97c0-19d1-45eb-b79b-ef832e201e62
4c41cb4b-d685-4fd7-97fa-3b2ac3216f43,ZPAGADDRESSDATANONADDRE_TT,TTYP/DA,D032171,EN,EC3,Pager Numbers (Address-Independent),active,2016-09-02T11:40:22Z,D032171,2013-10-23T22:00:00Z,,f0de97c0-19d1-45eb-b79b-ef832e201e62
5a7257c9-7837-40fe-9690-02ee8e85a9b1,ZPAGADDRESSDATA_TT,TTYP/DA,D032171,EN,EC3,Pager Numbers,active,2016-09-02T11:40:22Z,D032171,2013-10-23T22:00:00Z,,f0de97c0-19d1-45eb-b79b-ef832e201e62
029d0a6c-4c0f-4118-b4ea-3fbc34eb20a0,ZPRTADDRESSDATANONADDRE_TT,TTYP/DA,D032171,EN,EC3,PRT Addresses (Address-Independent),active,2016-09-02T11:40:22Z,D032171,2013-10-23T22:00:00Z,,f0de97c0-19d1-45eb-b79b-ef832e201e62
bd1ce08a-3507-4218-930f-68d1d7959042,ZPRTADDRESSDATA_TT,TTYP/DA,D032171,EN,EC3,Printer Addresses,active,2016-09-02T11:40:22Z,D032171,2013-10-23T22:00:00Z,,f0de97c0-19d1-45eb-b79b-ef832e201e62
5025048f-6c36-4ca6-b3f4-0c76d7dbc5c6,ZRFCADDRESSDATANONADDRE_TT,TTYP/DA,D032171,EN,EC3,RFC Addresses (Address-Independent),active,2016-09-02T11:40:02Z,D032171,2013-10-23T22:00:00Z,,f0de97c0-19d1-45eb-b79b-ef832e201e62
79fe4286-3961-44a6-a5ff-d774e2b9eb74,ZRFCADDRESSDATA_TT,TTYP/DA,D032171,EN,EC3,RFC Addresses,active,2016-09-02T11:40:02Z,D032171,2013-10-23T22:00:00Z,,f0de97c0-19d1-45eb-b79b-ef832e201e62
ec346d2b-de6d-4051-8c20-7eca5d003705,ZRMLADDRESSDATANONADDRE_TT,TTYP/DA,D032171,EN,EC3,RML Addresses (Address-Independent),active,2016-09-02T11:40:02Z,D032171,2013-10-23T22:00:00Z,,f0de97c0-19d1-45eb-b79b-ef832e201e62
a3de21ef-72c5-41b7-b43d-666e00a84a5e,ZRMLADDRESSDATA_TT,TTYP/DA,D032171,EN,EC3,RemoteMail Addresses,active,2016-09-02T11:40:02Z,D032171,2013-10-23T22:00:00Z,,f0de97c0-19d1-45eb-b79b-ef832e201e62
302a2e4b-6c5a-484b-8dab-0ab8c9067ea1,ZSSFADDRESSDATANONADDRE_TT,TTYP/DA,D032171,EN,EC3,SSF Addresses (Address-Independent),active,2016-09-02T11:40:02Z,D032171,2013-10-23T22:00:00Z,,f0de97c0-19d1-45eb-b79b-ef832e201e62
3b6b046b-0ad6-4472-bdce-40d066e3ff44,ZSSFADDRESSDATA_TT,TTYP/DA,D032171,EN,EC3,SSF Addresses,active,2016-09-02T11:40:02Z,D032171,2013-10-23T22:00:00Z,,f0de97c0-19d1-45eb-b79b-ef832e201e62
7409442c-91d5-4841-97c1-6f10cf144fbc,ZTELEFONDATANONADDRESS_TT,TTYP/DA,D032171,EN,EC3,Telephone Numbers (Address-Independent),active,2016-09-02T11:40:03Z,D032171,2013-10-23T22:00:00Z,,f0de97c0-19d1-45eb-b79b-ef832e201e62
a8a1d89a-c677-45b4-8353-52213f6d22e8,ZTELEFONDATA_TT,TTYP/DA,D032171,EN,EC3,Telephone Numbers,active,2016-09-02T11:40:03Z,D032171,2013-10-23T22:00:00Z,,f0de97c0-19d1-45eb-b79b-ef832e201e62
74b8c35d-7163-4c91-a464-de26ac18d6a4,ZTELETEXDATANONADDRESS_TT,TTYP/DA,D032171,EN,EC3,Teletex Numbers (Address-Independent),active,2016-09-02T11:40:03Z,D032171,2013-10-23T22:00:00Z,,f0de97c0-19d1-45eb-b79b-ef832e201e62
6238d1be-83f4-4430-9ffc-5256ab5cf69b,ZTELETEXDATA_TT,TTYP/DA,D032171,EN,EC3,Teletex Numbers,active,2016-09-02T11:40:03Z,D032171,2013-10-23T22:00:00Z,,f0de97c0-19d1-45eb-b79b-ef832e201e62
bf9827ed-8ccf-4b50-9a47-109f6d354346,ZTELEXDATANONADDRESS_TT,TTYP/DA,D032171,EN,EC3,Telex Numbers (Address-Independent),active,2016-09-02T11:40:03Z,D032171,2013-10-23T22:00:00Z,,f0de97c0-19d1-45eb-b79b-ef832e201e62
c4e1a4ba-ac60-47f5-a8fd-85721314ae21,ZTELEXDATA_TT,TTYP/DA,D032171,EN,EC3,Telex Numbers,active,2016-09-02T11:40:03Z,D032171,2013-10-23T22:00:00Z,,f0de97c0-19d1-45eb-b79b-ef832e201e62
36e6eb8a-ff8b-4f09-bcd6-57ac33cfa989,ZURIADDRESSDATANONADDRE_TT,TTYP/DA,D032171,EN,EC3,URI Addresses (Address-Independent),active,2016-09-02T11:40:03Z,D032171,2013-10-23T22:00:00Z,,f0de97c0-19d1-45eb-b79b-ef832e201e62
02dff790-ba5f-433f-a065-650d05a5f767,ZURIADDRESSDATA_TT,TTYP/DA,D032171,EN,EC3,URI Addresses,active,2016-09-02T11:40:03Z,D032171,2013-10-23T22:00:00Z,,f0de97c0-19d1-45eb-b79b-ef832e201e62
2517bbd2-69b1-4bea-9b1e-5a2f3435039f,ZX400ADDRESSDATANONADDR_TT,TTYP/DA,D032171,EN,EC3,X.400 Addresses (Address-Independent),active,2016-09-02T11:40:03Z,D032171,2013-10-23T22:00:00Z,,f0de97c0-19d1-45eb-b79b-ef832e201e62
c8276b4d-9e2b-467b-95c7-708e5cf22929,ZX400ADDRESSDATA_TT,TTYP/DA,D032171,EN,EC3,X400 Addresses,active,2016-09-02T11:40:04Z,D032171,2013-10-23T22:00:00Z,,f0de97c0-19d1-45eb-b79b-ef832e201e62
075c020c-8ab5-4b05-87aa-083ea0703912,98600023,PDTS/MA,POPLAWSKI,EN,V13,SMSMessage,active,,,,,63b686f6-9502-4efb-9a5c-c4a25f326c01
98eb8d15-0f9e-4ac6-b144-4a981c207d10,98600024,PDTS/MA,RICKAYZEN,EN,V13,HotelReserve,active,,,,,63b686f6-9502-4efb-9a5c-c4a25f326c01
07a11481-9ca2-46f8-bb8a-f84fcae48924,98600025,PDTS/MA,RICKAYZEN,EN,V13,createtext,active,,,,,63b686f6-9502-4efb-9a5c-c4a25f326c01
0d2dbb01-86d6-4ade-98fa-3698bd03390c,98600033,PDWS/MM,RICKAYZEN,EN,V13,Hotel,active,,,,,63b686f6-9502-4efb-9a5c-c4a25f326c01
543bd0a4-e829-4b33-aa10-92666f1aeb66,ZCOMMON,DEVC/K,ROYPA,EN,IDT,APICS Common,active,2004-09-19T22:00:00Z,ROYPA,2004-09-19T22:00:00Z,ROYPA,8a2b0879-dbb9-40bc-a671-55936c38fd38
f08d797c-e185-4628-8ad5-397edf9928d0,ZSAPAPRISODEMO,DEVC/K,ROYPA,EN,IDT,APICS SAP-Apriso Demo,active,2004-09-19T22:00:00Z,ROYPA,2004-09-12T22:00:00Z,ROYPA,8a2b0879-dbb9-40bc-a671-55936c38fd38
e35b9639-b5e4-4949-ae02-294c13be5c11,ZSAPINDXDEMO,DEVC/K,SAHAD,EN,IDT,APICS SAP-IndX Demo Integration Scenario Development,active,2004-09-20T22:00:00Z,SAHAD,2004-09-20T22:00:00Z,SAHAD,8a2b0879-dbb9-40bc-a671-55936c38fd38
70dfb7a6-03ce-479c-985e-5e240459e7dc,ZSAPLHDEMO,DEVC/K,SAHAD,EN,IDT,APICS SAP-LightHammer Demo,active,2004-09-19T22:00:00Z,ROYPA,2004-08-16T22:00:00Z,SAHAD,8a2b0879-dbb9-40bc-a671-55936c38fd38
6387a85f-1fe5-4ace-9e3a-2fc8a41ed134,ZTBAPI_ORDER_HEADER1,TTYP/DA,SAHAD,EN,IDT,Table Type for BAPI_ORDER_HEADER1:SAP APICS Demo,active,2016-09-02T13:06:45Z,SAHAD,,,8a2b0879-dbb9-40bc-a671-55936c38fd38
567a2015-366f-4b35-a49c-2aa6f7cd251f,ZARIBA_VENDOR,TABL/DT,I076132,EN,EC3,Ariba Vendor Mapping table,active,2016-09-02T12:15:42Z,I076132,2013-05-01T22:00:00Z,,9da0ed61-fb93-4e3c-b991-3db43a2753bc
97d81629-1711-4f49-8dac-bd3e2972db22,ZARBBAPIEIPOX_TAB,TTYP/DA,I006292,EN,EC3,Proxy Table Type (generated),active,2016-09-02T12:18:45Z,I006292,2014-09-23T22:00:00Z,,9da0ed61-fb93-4e3c-b991-3db43a2753bc
bb430463-3777-4915-8431-eae081f09596,ZARBBAPIEIPO_TAB,TTYP/DA,I006292,EN,EC3,Proxy Table Type (generated),active,2016-09-02T12:18:45Z,I006292,2014-09-23T22:00:00Z,,9da0ed61-fb93-4e3c-b991-3db43a2753bc
88632321-42c1-4ec5-b3ea-da674c008115,ZARBBAPIEKKOP_TAB,TTYP/DA,I006292,EN,EC3,Proxy Table Type (generated),active,2016-09-02T12:18:45Z,I006292,2014-09-23T22:00:00Z,,9da0ed61-fb93-4e3c-b991-3db43a2753bc
553dc0c8-ec92-43fc-8020-990e608571a5,ZARBBAPIESKLC_TAB,TTYP/DA,I006292,EN,EC3,Proxy Table Type (generated),active,2016-09-02T12:18:45Z,I006292,2014-09-23T22:00:00Z,,9da0ed61-fb93-4e3c-b991-3db43a2753bc
8e244117-4103-434f-a71f-debd1c33911b,ZARBBAPIESLLC_TAB,TTYP/DA,I006292,EN,EC3,Proxy Table Type (generated),active,2016-09-02T13:06:41Z,I006292,2014-09-23T22:00:00Z,,9da0ed61-fb93-4e3c-b991-3db43a2753bc
48059945-6847-40e4-b7ef-bb5448560407,ZARBBAPIESLLTX_TAB,TTYP/DA,I006292,EN,EC3,Proxy Table Type (generated),active,2016-09-02T12:18:45Z,I006292,2014-09-23T22:00:00Z,,9da0ed61-fb93-4e3c-b991-3db43a2753bc
1d5dae91-3e76-4aa7-b810-afeb20e0e695,ZARBBAPIESUCC_TAB,TTYP/DA,I006292,EN,EC3,Proxy Table Type (generated),active,2016-09-02T12:18:45Z,I006292,2014-09-23T22:00:00Z,,9da0ed61-fb93-4e3c-b991-3db43a2753bc
2719b644-8e4d-4a27-ae2c-e912429251da,ZARBBAPIESUHC_TAB,TTYP/DA,I006292,EN,EC3,Proxy Table Type (generated),active,2016-09-02T12:18:46Z,I006292,2014-09-23T22:00:00Z,,9da0ed61-fb93-4e3c-b991-3db43a2753bc
7a22cb06-230b-4650-a72e-65e1f1e4d059,ZARBBAPIITEMSHIPX_TAB,TTYP/DA,I006292,EN,EC3,Proxy Table Type (generated),active,2016-09-02T12:18:46Z,I006292,2014-09-23T22:00:00Z,,9da0ed61-fb93-4e3c-b991-3db43a2753bc
bebc6abf-719b-4bed-ad78-3e6eef46694d,ZARBBAPIITEMSHIP_TAB,TTYP/DA,I006292,EN,EC3,Proxy Table Type (generated),active,2016-09-02T12:18:46Z,I006292,2014-09-23T22:00:00Z,,9da0ed61-fb93-4e3c-b991-3db43a2753bc
cc9e7990-ba34-4367-8b6d-3a6dbaa7f17b,ZARBBAPIMEDCM_ALLVERSIONS_TAB,TTYP/DA,I006292,EN,EC3,Proxy Table Type (generated),active,2016-09-02T13:06:41Z,I006292,2014-09-23T22:00:00Z,,9da0ed61-fb93-4e3c-b991-3db43a2753bc
599bda59-535c-41d4-b1bd-4ea50c1d1a81,ZARBBAPIMEPOACCOUNTPROFITS_TAB,TTYP/DA,I006292,EN,EC3,Proxy Table Type (generated),active,2016-09-02T12:18:46Z,I006292,2014-09-23T22:00:00Z,,9da0ed61-fb93-4e3c-b991-3db43a2753bc
70fd1dbf-e661-4637-a4f6-b41b72808c34,ZARBBAPIMEPOACCOUNTX_TAB,TTYP/DA,I006292,EN,EC3,Proxy Table Type (generated),active,2016-09-02T12:18:46Z,I006292,2014-09-23T22:00:00Z,,9da0ed61-fb93-4e3c-b991-3db43a2753bc
80d6b975-eea1-4712-81c4-693fe6d83d54,ZARBBAPIMEPOACCOUNT_TAB,TTYP/DA,I006292,EN,EC3,Proxy Table Type (generated),active,2016-09-02T13:06:41Z,I006292,2014-09-23T22:00:00Z,,9da0ed61-fb93-4e3c-b991-3db43a2753bc
390cb519-dbb7-433d-85a2-7fdd3b502578,ZARBBAPIMEPOADDRDELIVERY_TAB,TTYP/DA,I006292,EN,EC3,Proxy Table Type (generated),active,2016-09-02T12:18:46Z,I006292,2014-09-23T22:00:00Z,,9da0ed61-fb93-4e3c-b991-3db43a2753bc
0db4d564-4f4f-4338-adf1-5f5d9ac12814,ZARBBAPIMEPOCOMPONENTX_TAB,TTYP/DA,I006292,EN,EC3,Proxy Table Type (generated),active,2016-09-02T12:18:46Z,I006292,2014-09-23T22:00:00Z,,9da0ed61-fb93-4e3c-b991-3db43a2753bc
cb14f87a-3a67-4d2a-aa72-4920e9e2bab0,ZARBBAPIMEPOCOMPONENT_TAB,TTYP/DA,I006292,EN,EC3,Proxy Table Type (generated),active,2016-09-02T13:06:41Z,I006292,2014-09-23T22:00:00Z,,9da0ed61-fb93-4e3c-b991-3db43a2753bc
88a55a37-01f5-49c3-8a50-4464473df73f,ZARBBAPIMEPOCONDHEADERX_TAB,TTYP/DA,I006292,EN,EC3,Proxy Table Type (generated),active,2016-09-02T12:18:46Z,I006292,2014-09-23T22:00:00Z,,9da0ed61-fb93-4e3c-b991-3db43a2753bc
2868586e-d069-415a-b2e0-fbf29a04520a,ZARBBAPIMEPOCONDHEADER_TAB,TTYP/DA,I006292,EN,EC3,Proxy Table Type (generated),active,2016-09-02T13:06:42Z,I006292,2014-09-23T22:00:00Z,,9da0ed61-fb93-4e3c-b991-3db43a2753bc
02974373-5fef-4cde-bc3e-9bceececcadb,ZARBBAPIMEPOCONDX_TAB,TTYP/DA,I006292,EN,EC3,Proxy Table Type (generated),active,2016-09-02T12:18:46Z,I006292,2014-09-23T22:00:00Z,,9da0ed61-fb93-4e3c-b991-3db43a2753bc
30c884fd-e5cf-42fc-9196-6bcbc49213e5,ZARBBAPIMEPOCOND_TAB,TTYP/DA,I006292,EN,EC3,Proxy Table Type (generated),active,2016-09-02T13:06:42Z,I006292,2014-09-23T22:00:00Z,,9da0ed61-fb93-4e3c-b991-3db43a2753bc
8b76f89c-955d-46c4-8e92-1852fe84a91d,ZARBBAPIMEPOITEMX_TAB,TTYP/DA,I006292,EN,EC3,Proxy Table Type (generated),active,2016-09-02T12:18:46Z,I006292,2014-09-23T22:00:00Z,,9da0ed61-fb93-4e3c-b991-3db43a2753bc
a8831b40-4dbc-4665-a658-b0a6970bafaf,ZARBBAPIMEPOITEM_TAB,TTYP/DA,I006292,EN,EC3,Proxy Table Type (generated),active,2016-09-02T13:06:42Z,I006292,2014-09-23T22:00:00Z,,9da0ed61-fb93-4e3c-b991-3db43a2753bc
9a82c766-3158-4654-b49b-2a3f561cbf0b,ZARBBAPIMEPOSCHEDULE_TAB,TTYP/DA,I006292,EN,EC3,Proxy Table Type (generated),active,2016-09-02T13:06:42Z,I006292,2014-09-23T22:00:00Z,,9da0ed61-fb93-4e3c-b991-3db43a2753bc
89f44eb1-1542-4bc2-b9f1-04f860bad6ba,ZARBBAPIMEPOSCHEDULX_TAB,TTYP/DA,I006292,EN,EC3,Proxy Table Type (generated),active,2016-09-02T12:18:46Z,I006292,2014-09-23T22:00:00Z,,9da0ed61-fb93-4e3c-b991-3db43a2753bc
08895a07-e81f-468a-90f9-d2a1d1d558c1,ZARBBAPIMEPOSERIALNOX_TAB,TTYP/DA,I006292,EN,EC3,Proxy Table Type (generated),active,2016-09-02T12:18:46Z,I006292,2014-09-23T22:00:00Z,,9da0ed61-fb93-4e3c-b991-3db43a2753bc
bc9cd532-0159-4827-aa30-d4c587c597c2,ZARBBAPIMEPOSERIALNO_TAB,TTYP/DA,I006292,EN,EC3,Proxy Table Type (generated),active,2016-09-02T12:18:46Z,I006292,2014-09-23T22:00:00Z,,9da0ed61-fb93-4e3c-b991-3db43a2753bc
aa8b1292-799f-4cdc-a2a3-9bbe7aac98e5,ZARBBAPIMEPOSHIPPEXP_TAB,TTYP/DA,I006292,EN,EC3,Proxy Table Type (generated),active,2016-09-02T13:06:42Z,I006292,2014-09-23T22:00:00Z,,9da0ed61-fb93-4e3c-b991-3db43a2753bc
4b7bdcb9-a533-46ab-8144-270b5c9c07f2,ZARBBAPIMEPOTEXTHEADER_TAB,TTYP/DA,I006292,EN,EC3,Proxy Table Type (generated),active,2016-09-02T12:18:46Z,I006292,2014-09-23T22:00:00Z,,9da0ed61-fb93-4e3c-b991-3db43a2753bc
76dcf6ff-ed44-4b3e-a73d-d073b20f2d0d,ZARBBAPIMEPOTEXT_TAB,TTYP/DA,I006292,EN,EC3,Proxy Table Type (generated),active,2016-09-02T12:18:46Z,I006292,2014-09-23T22:00:00Z,,9da0ed61-fb93-4e3c-b991-3db43a2753bc
c1335879-87ab-468b-a9ab-39255f4f4b9d,ZARBBAPIPAREX_TAB,TTYP/DA,I006292,EN,EC3,Proxy Table Type (generated),active,2016-09-02T12:18:46Z,I006292,2014-09-23T22:00:00Z,,9da0ed61-fb93-4e3c-b991-3db43a2753bc
446c53a9-0c65-4284-8164-4ad896710b8c,ZARBBAPIRET2_TAB,TTYP/DA,I006292,EN,EC3,Proxy Table Type (generated),active,2016-09-02T12:18:46Z,I006292,2014-09-23T22:00:00Z,,9da0ed61-fb93-4e3c-b991-3db43a2753bc
6567f3db-4c23-4909-8142-f84b6332454b,ZARBBAPI_INVOICE_PLAN_HEAD_TAB,TTYP/DA,I006292,EN,EC3,Proxy Table Type (generated),active,2016-09-02T12:18:46Z,I006292,2014-09-23T22:00:00Z,,9da0ed61-fb93-4e3c-b991-3db43a2753bc
4a900cc0-b635-44eb-9a93-fe35ce97f6d4,ZARBBAPI_INVOICE_PLAN_HEA_TAB1,TTYP/DA,I006292,EN,EC3,Proxy Table Type (generated),active,2016-09-02T12:18:46Z,I006292,2014-09-23T22:00:00Z,,9da0ed61-fb93-4e3c-b991-3db43a2753bc
